Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,565
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,10
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,10
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance Total financial assets,LS00000,AFA0000,16419
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance currency and deposits,LS00000,AFA0200,1393
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance debt securities,LS00000,AFA0300,8451
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance loans,LS00000,AFA0400,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,5713
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance financial derivatives,LS00000,AFA0700,..
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,862
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,1075
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance debt securities,LS00000,AFL0300,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance loans,LS00000,AFL0400,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,58
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,..
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,1017
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,7
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,0
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,7
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,0
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,0
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2008.03,Central government institutions funded social insurance schemes,312,Total net transactions in produced non-financial assets,P050000,AN10000,0
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,0
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,0
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2008.03,Local government institutions,321,ISA Saving (net),B08N000,ISA,345
2008.03,Local government institutions,321,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,529
2008.03,Local government institutions,321,Total net transactions in non-financial assets,B091N00,AN00000,2233
2008.03,Local government institutions,321,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,-759
2008.03,Local government institutions,321,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-231
2008.03,Local government institutions,321,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2008.03,Local government institutions,321,Changes in net worth due to nominal holding gains/losses,B103000,A000000,2310
2008.03,Local government institutions,321,ISA Net capital taxes receivable,D910000,ISA,267
2008.03,Local government institutions,321,ISA Net capital transfers receivable,D990000,ISA,862
